delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_rating,delivery_cost,expected_time_hours_recon,speed_kmph_recon,weather_mult_recon,delivery_time_hours_recon,partner_mult_recon,delay_hours_recon,delayed_flag_recon,order_date_recon,order_ts_recon,delivery_ts_recon,expected_ts_recon,hour,order_hour,order_day,is_weekend
250.99,amazon logistics,furniture,ev bike,standard,central,cold,125.0,39.41,no,delivered,5,743.23,48.0,30,1.05,5.738527798,1.00190617,-42.2614722,0,04-01-2024,2024-01-04 18:00:00,2024-01-04 23:44:18.700073476,2024-01-06 18:00:00,18,18,3,0
250.99,amazon logistics,furniture,van,standard,east,foggy,214.9,5.67,no,delivered,5,1091.51,52.8,45,1.15,6.209111994,1.00190617,-46.59088801,0,19-03-2024,2024-03-19 12:00:00,2024-03-19 18:12:32.803178158,2024-03-21 16:48:00,12,12,1,0
250.99,amazon logistics,furniture,truck,standard,north,hot,42.6,44.55,no,delivered,4,346.65,48.0,50,1.1,2.472003093,1.00190617,-45.52799691,0,25-05-2024,2024-05-25 12:00:00,2024-05-25 14:28:19.211135412,2024-05-27 12:00:00,12,12,5,1
250.99,amazon logistics,furniture,ev bike,express,north,rainy,46.8,4.72,yes,delayed,2,298.16,8.0,30,1.2,2.590207983,1.00190617,-5.409792017,0,25-05-2024,2024-05-25 11:00:00,2024-05-25 13:35:24.748739170,2024-05-25 19:00:00,11,11,5,1
250.99,amazon logistics,furniture,ev van,express,north,hot,239.3,11.67,yes,delayed,3,1281.51,8.8,40,1.1,7.401571812,1.00190617,-1.398428188,0,30-05-2024,2024-05-30 10:00:00,2024-05-30 17:24:05.658521760,2024-05-30 18:48:00,10,10,3,0
250.99,amazon logistics,furniture,truck,standard,south,rainy,75.2,28.25,no,delivered,3,460.75,48.0,50,1.2,3.088676341,1.00190617,-44.91132366,0,06-08-2024,2024-08-06 16:00:00,2024-08-06 19:05:19.234826833,2024-08-08 16:00:00,16,16,1,0
250.99,amazon logistics,groceries,ev bike,same day,central,cold,101.1,9.76,no,delivered,4,634.78,24.0,30,1.05,4.27659641,1.00190617,-19.72340359,0,03-01-2024,2024-01-03 09:00:00,2024-01-03 13:16:35.747076989,2024-01-04 09:00:00,9,9,2,0
250.99,amazon logistics,groceries,bike,express,east,rainy,256.4,33.53,yes,delayed,3,1432.59,8.8,35,1.2,10.21501165,1.00190617,1.415011646,1,20-03-2024,2024-03-20 10:00:00,2024-03-20 20:12:54.041925042,2024-03-20 18:48:00,10,10,2,0
250.99,amazon logistics,groceries,ev van,express,south,rainy,247.9,5.23,yes,failed,2,1305.19,8.8,40,1.2,8.178079151,1.00190617,-0.621920849,0,10-08-2024,2024-08-10 09:00:00,2024-08-10 17:10:41.084941846,2024-08-10 17:48:00,9,9,5,1
250.99,amazon logistics,groceries,ev bike,same day,west,hot,103.2,37.97,no,delivered,5,729.91,24.0,30,1.1,5.179193641,1.00190617,-18.82080636,0,18-10-2024,2024-10-18 14:00:00,2024-10-18 19:10:45.097106444,2024-10-19 14:00:00,14,14,4,0
250.99,amazon logistics,pharmacy,bike,standard,east,clear,189.3,30.78,no,delivered,5,1038.84,48.0,35,1.0,6.536607608,1.00190617,-41.46339239,0,18-03-2024,2024-03-18 17:00:00,2024-03-18 23:32:11.787389646,2024-03-20 17:00:00,17,17,0,0
250.99,amazon logistics,pharmacy,van,same day,east,hot,258.3,42.79,yes,delayed,2,1519.87,26.4,45,1.1,7.820258381,1.00190617,-18.57974162,0,20-03-2024,2024-03-20 15:00:00,2024-03-20 22:49:12.930171488,2024-03-21 17:24:00,15,15,2,0
250.99,amazon logistics,pharmacy,truck,two day,north,hot,194.9,2.42,no,delivered,4,981.76,48.0,50,1.1,4.900363154,1.00190617,-43.09963685,0,29-05-2024,2024-05-29 18:00:00,2024-05-29 22:54:01.307352873,2024-05-31 18:00:00,18,18,2,0
250.99,amazon logistics,pharmacy,truck,same day,south,cold,295.5,48.45,no,delivered,4,1632.7206,26.4,50,1.05,7.76271891,1.00190617,-18.63728109,0,12-08-2024,2024-08-12 12:00:00,2024-08-12 19:45:45.788074660,2024-08-13 14:24:00,12,12,0,0
250.99,amazon logistics,pharmacy,ev bike,express,west,hot,51.6,23.45,no,delivered,4,378.35,8.0,30,1.1,2.96353826,1.00190617,-5.03646174,0,16-10-2024,2024-10-16 11:00:00,2024-10-16 13:57:48.737736568,2024-10-16 19:00:00,11,11,2,0
250.99,amazon logistics,pharmacy,truck,two day,west,foggy,56.3,43.65,no,delivered,5,412.45,48.0,50,1.15,2.879328047,1.00190617,-45.12067195,0,17-10-2024,2024-10-17 12:00:00,2024-10-17 14:52:45.580967659,2024-10-19 12:00:00,12,12,3,0
250.99,blue dart,automobile parts,ev bike,same day,north,foggy,131.5,25.79,no,delivered,5,834.87,24.0,30,1.15,6.214871118,1.000945045,-17.78512888,0,04-06-2024,2024-06-04 09:00:00,2024-06-04 15:12:53.536024033,2024-06-05 09:00:00,9,9,1,0
250.99,blue dart,automobile parts,scooter,same day,north,cold,214.1,40.85,no,delivered,5,1293.05,26.4,40,1.05,7.009593123,1.000945045,-19.39040688,0,07-06-2024,2024-06-07 09:00:00,2024-06-07 16:00:34.535242839,2024-06-08 11:24:00,9,9,4,0
250.99,blue dart,automobile parts,ev bike,two day,south,hot,23.2,19.18,no,delivered,5,173.54,48.0,30,1.1,1.82434913,1.000945045,-46.17565087,0,12-08-2024,2024-08-12 18:00:00,2024-08-12 19:49:27.656867910,2024-08-14 18:00:00,18,18,0,0
250.99,blue dart,clothing,truck,same day,central,stormy,258.4,22.08,yes,failed,2,1458.24,26.4,50,1.1,6.726911228,1.000945045,-19.67308877,0,15-01-2024,2024-01-15 14:00:00,2024-01-15 20:43:36.880421768,2024-01-16 16:24:00,14,14,0,0
250.99,blue dart,clothing,truck,express,north,hot,216.7,26.89,yes,delayed,2,1214.17,8.8,50,1.1,5.914564249,1.000945045,-2.885435751,0,07-06-2024,2024-06-07 11:00:00,2024-06-07 16:54:52.431296590,2024-06-07 19:48:00,11,11,4,0
250.99,blue dart,clothing,scooter,standard,north,cold,289.7,19.13,no,delivered,5,1505.89,52.8,40,1.05,8.53941751,1.000945045,-44.26058249,0,09-06-2024,2024-06-09 11:00:00,2024-06-09 19:32:21.903036450,2024-06-11 15:48:00,11,11,6,1
250.99,blue dart,clothing,scooter,express,south,clear,36.9,45.45,yes,delayed,3,370.85,8.0,40,1.0,2.333703371,1.000945045,-5.666296629,0,13-08-2024,2024-08-13 12:00:00,2024-08-13 14:20:01.332136510,2024-08-13 20:00:00,12,12,1,0
250.99,blue dart,clothing,van,same day,south,hot,142.4,14.06,no,delivered,5,854.18,24.0,45,1.1,4.344310579,1.000945045,-19.65568942,0,16-08-2024,2024-08-16 14:00:00,2024-08-16 18:20:39.518085951,2024-08-17 14:00:00,14,14,4,0
250.99,blue dart,cosmetics,scooter,standard,north,cold,132.5,14.18,no,delivered,4,705.04,48.0,40,1.05,4.304969547,1.000945045,-43.69503045,0,04-06-2024,2024-06-04 18:00:00,2024-06-04 22:18:17.890367824,2024-06-06 18:00:00,18,18,1,0
250.99,blue dart,cosmetics,ev bike,standard,south,clear,38.8,40.89,no,delivered,4,316.67,48.0,30,1.0,2.613600971,1.000945045,-45.38639903,0,13-08-2024,2024-08-13 14:00:00,2024-08-13 16:36:48.963493908,2024-08-15 14:00:00,14,14,1,0
250.99,blue dart,documents,van,express,north,hot,138.3,47.87,yes,delayed,3,885.11,8.0,45,1.1,4.988516586,1.000945045,-3.011483414,0,05-06-2024,2024-06-05 12:00:00,2024-06-05 16:59:18.659708696,2024-06-05 20:00:00,12,12,2,0
250.99,blue dart,documents,bike,standard,west,clear,6.0,0.88,no,delivered,4,95.6674,48.0,35,1.0,0.689679734,1.000945045,-47.31032027,0,23-10-2024,2024-10-23 12:00:00,2024-10-23 12:41:22.847042727,2024-10-25 12:00:00,12,12,2,0
250.99,blue dart,fragile items,ev bike,standard,central,rainy,170.7,45.62,no,delivered,5,990.36,48.0,30,1.2,8.530934501,1.000945045,-39.4690655,0,13-01-2024,2024-01-13 13:00:00,2024-01-13 21:31:51.364203142,2024-01-15 13:00:00,13,13,5,1
250.99,blue dart,fragile items,bike,two day,north,rainy,80.7,0.67,no,delivered,4,404.76,48.0,35,1.2,3.386134169,1.000945045,-44.61386583,0,03-06-2024,2024-06-03 12:00:00,2024-06-03 15:23:10.083008400,2024-06-05 12:00:00,12,12,0,0
250.99,blue dart,furniture,scooter,two day,central,hot,129.5,39.84,no,delivered,4,767.02,48.0,40,1.1,4.992443627,1.000945045,-43.00755637,0,12-01-2024,2024-01-12 14:00:00,2024-01-12 18:59:32.797056505,2024-01-14 14:00:00,14,14,4,0
250.99,blue dart,furniture,scooter,standard,east,clear,236.4,47.28,no,delivered,4,1323.84,52.8,40,1.0,7.362551369,1.000945045,-45.43744863,0,27-03-2024,2024-03-27 15:00:00,2024-03-27 22:21:45.184929580,2024-03-29 19:48:00,15,15,2,0
250.99,blue dart,furniture,ev van,standard,south,foggy,23.6,12.4,no,delivered,4,155.2,48.0,40,1.15,1.54015414,1.000945045,-46.45984586,0,12-08-2024,2024-08-12 10:00:00,2024-08-12 11:32:24.554903902,2024-08-14 10:00:00,10,10,0,0
250.99,blue dart,groceries,truck,express,west,stormy,111.2,37.33,yes,delayed,2,717.99,8.0,50,1.1,3.821267859,1.000945045,-4.178732141,0,26-10-2024,2024-10-26 10:00:00,2024-10-26 13:49:16.564290916,2024-10-26 18:00:00,10,10,5,1
250.99,blue dart,groceries,van,same day,west,clear,279.9,21.63,yes,failed,2,1564.39,26.4,45,1.0,7.159359525,1.000945045,-19.24064047,0,31-10-2024,2024-10-31 09:00:00,2024-10-31 16:09:33.694291062,2024-11-01 11:24:00,9,9,3,0
250.99,blue dart,pharmacy,bike,standard,central,hot,265.8,32.11,no,delivered,5,1425.33,52.8,35,1.1,9.61921629,1.000945045,-43.18078371,0,16-01-2024,2024-01-16 13:00:00,2024-01-16 22:37:09.178644972,2024-01-18 17:48:00,13,13,1,0
250.99,blue dart,pharmacy,truck,same day,east,hot,9.9,30.24,no,delivered,3,240.22,24.0,50,1.1,1.434434324,1.000945045,-22.56556568,0,22-03-2024,2024-03-22 12:00:00,2024-03-22 13:26:03.963567742,2024-03-23 12:00:00,12,12,4,0
250.99,blue dart,pharmacy,scooter,express,south,stormy,83.5,24.02,yes,delayed,2,539.56,8.0,40,1.1,3.377879232,1.000945045,-4.622120768,0,14-08-2024,2024-08-14 10:00:00,2024-08-14 13:22:40.365236013,2024-08-14 18:00:00,10,10,2,0
250.99,blue dart,pharmacy,scooter,two day,south,hot,264.9,43.16,no,delivered,5,1453.98,52.8,40,1.1,8.792571526,1.000945045,-44.00742847,0,19-08-2024,2024-08-19 18:00:00,2024-08-20 02:47:33.257493798,2024-08-21 22:48:00,18,18,0,0
250.99,blue dart,pharmacy,scooter,same day,west,stormy,64.3,21.05,no,delivered,5,484.65,24.0,40,1.1,2.7839785,1.000945045,-21.2160215,0,25-10-2024,2024-10-25 13:00:00,2024-10-25 15:47:02.322598279,2024-10-26 13:00:00,13,13,4,0
250.99,delhivery,automobile parts,ev van,standard,north,rainy,152.8,48.37,no,delivered,4,909.11,48.0,40,1.2,6.303236777,0.99343672,-41.69676322,0,13-06-2024,2024-06-13 11:00:00,2024-06-13 17:18:11.652397621,2024-06-15 11:00:00,11,11,3,0
250.99,delhivery,automobile parts,scooter,express,south,hot,242.5,46.73,yes,failed,1,1402.69,8.8,40,1.1,8.192683878,0.99343672,-0.607316122,0,27-08-2024,2024-08-27 11:00:00,2024-08-27 19:11:33.661961962,2024-08-27 19:48:00,11,11,1,0
250.99,delhivery,automobile parts,ev bike,standard,south,stormy,280.4,3.78,no,delivered,4,1413.34,52.8,30,1.1,10.84285846,0.99343672,-41.95714154,0,28-08-2024,2024-08-28 11:00:00,2024-08-28 21:50:34.290454056,2024-08-30 15:48:00,11,11,2,0
250.99,delhivery,automobile parts,bike,same day,west,clear,297.0,46.96,no,delivered,3,1632.7206,26.4,35,1.0,9.859774296,0.99343672,-16.5402257,0,08-11-2024,2024-11-08 09:00:00,2024-11-08 18:51:35.187465736,2024-11-09 11:24:00,9,9,4,0
250.99,delhivery,clothing,ev van,standard,central,rainy,41.0,29.25,no,delivered,5,292.75,48.0,40,1.2,2.515381775,0.99343672,-45.48461822,0,18-01-2024,2024-01-18 12:00:00,2024-01-18 14:30:55.374391756,2024-01-20 12:00:00,12,12,3,0
250.99,delhivery,clothing,scooter,standard,east,rainy,124.0,40.2,no,delivered,4,740.6,48.0,40,1.2,5.250114379,0.99343672,-42.74988562,0,01-04-2024,2024-04-01 14:00:00,2024-04-01 19:15:00.411763647,2024-04-03 14:00:00,14,14,0,0
250.99,delhivery,cosmetics,bike,express,north,rainy,110.4,44.94,yes,delayed,2,736.82,8.0,35,1.2,5.427843046,0.99343672,-2.572156954,0,12-06-2024,2024-06-12 11:00:00,2024-06-12 16:25:40.234967119,2024-06-12 19:00:00,11,11,2,0
250.99,delhivery,cosmetics,van,express,south,clear,93.1,20.89,no,delivered,3,578.17,8.0,45,1.0,2.967086414,0.99343672,-5.032913586,0,22-08-2024,2024-08-22 11:00:00,2024-08-22 13:58:01.511090281,2024-08-22 19:00:00,11,11,3,0
250.99,delhivery,cosmetics,ev van,same day,south,foggy,127.5,41.92,no,delivered,5,863.26,24.0,40,1.15,5.17062454,0.99343672,-18.82937546,0,24-08-2024,2024-08-24 13:00:00,2024-08-24 18:10:14.248342653,2024-08-25 13:00:00,13,13,5,1
250.99,delhivery,documents,van,standard,central,foggy,137.4,27.87,no,delivered,3,770.61,48.0,45,1.15,4.696316456,0.99343672,-43.30368354,0,20-01-2024,2024-01-20 11:00:00,2024-01-20 15:41:46.739242381,2024-01-22 11:00:00,11,11,5,1
250.99,delhivery,documents,bike,same day,east,clear,37.6,22.81,no,delivered,4,356.43,24.0,35,1.0,2.017159068,0.99343672,-21.98284093,0,30-03-2024,2024-03-30 11:00:00,2024-03-30 13:01:01.772646117,2024-03-31 11:00:00,11,11,5,1
250.99,delhivery,documents,ev bike,two day,south,hot,3.6,49.52,no,delivered,5,163.39,48.0,30,1.1,1.759813544,0.99343672,-46.24018646,0,20-08-2024,2024-08-20 16:00:00,2024-08-20 17:45:35.328756924,2024-08-22 16:00:00,16,16,1,0
250.99,delhivery,electronics,ev bike,standard,central,cold,197.7,25.84,no,delivered,5,1066.02,48.0,30,1.05,7.934718165,0.99343672,-40.06528183,0,22-01-2024,2024-01-22 13:00:00,2024-01-22 20:56:04.985394698,2024-01-24 13:00:00,13,13,0,0
250.99,delhivery,electronics,ev van,two day,east,hot,167.2,35.91,no,delivered,3,943.73,48.0,40,1.1,5.899047113,0.99343672,-42.10095289,0,02-04-2024,2024-04-02 15:00:00,2024-04-02 20:53:56.569607322,2024-04-04 15:00:00,15,15,1,0
250.99,delhivery,electronics,van,two day,north,foggy,50.5,31.28,no,delivered,4,346.34,48.0,45,1.15,2.568029506,0.99343672,-45.43197049,0,11-06-2024,2024-06-11 12:00:00,2024-06-11 14:34:04.906222978,2024-06-13 12:00:00,12,12,1,0
250.99,delhivery,electronics,truck,two day,north,rainy,60.1,40.63,no,delivered,3,422.39,48.0,50,1.2,2.997715172,0.99343672,-45.00228483,0,11-06-2024,2024-06-11 17:00:00,2024-06-11 19:59:51.774618724,2024-06-13 17:00:00,17,17,1,0
250.99,delhivery,electronics,truck,express,west,hot,46.2,14.83,no,delivered,5,325.49,8.0,50,1.1,1.880237943,0.99343672,-6.119762057,0,02-11-2024,2024-11-02 10:00:00,2024-11-02 11:52:48.856594116,2024-11-02 18:00:00,10,10,5,1
250.99,delhivery,fragile items,truck,same day,north,hot,34.6,47.42,no,delivered,4,415.26,24.0,50,1.1,2.338987151,0.99343672,-21.66101285,0,10-06-2024,2024-06-10 15:00:00,2024-06-10 17:20:20.353745234,2024-06-11 15:00:00,15,15,0,0
250.99,delhivery,furniture,scooter,same day,east,stormy,3.6,20.7,no,delivered,4,172.6,24.0,40,1.1,1.097151514,0.99343672,-22.90284849,0,29-03-2024,2024-03-29 11:00:00,2024-03-29 12:05:49.745449546,2024-03-30 11:00:00,11,11,4,0
250.99,delhivery,furniture,ev bike,same day,north,stormy,6.7,7.96,no,delivered,4,157.38,24.0,30,1.1,0.964415122,0.99343672,-23.03558488,0,09-06-2024,2024-06-09 12:00:00,2024-06-09 12:57:51.894439650,2024-06-10 12:00:00,12,12,6,1
250.99,delhivery,groceries,scooter,same day,central,clear,198.3,43.79,no,delivered,3,1222.87,24.0,40,1.0,6.29173278,0.99343672,-17.70826722,0,22-01-2024,2024-01-22 13:00:00,2024-01-22 19:17:30.238007629,2024-01-23 13:00:00,13,13,0,0
250.99,delhivery,groceries,van,same day,east,cold,213.7,49.52,no,delivered,5,1317.81,26.4,45,1.05,6.508255625,0.99343672,-19.89174438,0,04-04-2024,2024-04-04 13:00:00,2024-04-04 19:30:29.720248253,2024-04-05 15:24:00,13,13,3,0
250.99,delhivery,groceries,ev van,standard,south,stormy,86.6,20.64,no,delivered,5,494.92,48.0,40,1.1,3.363359491,0.99343672,-44.63664051,0,22-08-2024,2024-08-22 15:00:00,2024-08-22 18:21:48.094167949,2024-08-24 15:00:00,15,15,3,0
250.99,delhivery,pharmacy,truck,same day,east,foggy,47.1,29.28,no,delivered,5,423.34,24.0,50,1.15,2.316436138,0.99343672,-21.68356386,0,30-03-2024,2024-03-30 15:00:00,2024-03-30 17:18:59.170096458,2024-03-31 15:00:00,15,15,5,1
250.99,delhivery,pharmacy,truck,express,east,stormy,223.3,44.36,yes,failed,1,1299.58,8.8,50,1.1,6.396262192,0.99343672,-2.403737808,0,04-04-2024,2024-04-04 08:00:00,2024-04-04 14:23:46.543889738,2024-04-04 16:48:00,8,8,3,0
250.99,delhivery,pharmacy,van,express,north,cold,235.6,42.35,yes,delayed,3,1355.05,8.8,45,1.05,6.866320022,0.99343672,-1.933679978,0,15-06-2024,2024-06-15 10:00:00,2024-06-15 16:51:58.752077648,2024-06-15 18:48:00,10,10,5,1
250.99,dhl,automobile parts,truck,two day,east,foggy,37.4,42.36,no,delivered,4,314.08,48.0,50,1.15,2.406617126,0.998811829,-45.59338287,0,07-04-2024,2024-04-07 12:00:00,2024-04-07 14:24:23.821653758,2024-04-09 12:00:00,12,12,6,1
250.99,dhl,automobile parts,scooter,express,east,rainy,152.8,10.46,yes,delayed,2,845.38,8.0,40,1.2,5.428582244,0.998811829,-2.571417756,0,10-04-2024,2024-04-10 11:00:00,2024-04-10 16:25:42.896077590,2024-04-10 19:00:00,11,11,2,0
250.99,dhl,automobile parts,ev van,same day,south,rainy,29.0,40.89,no,delivered,4,367.67,24.0,40,1.2,2.448447365,0.998811829,-21.55155263,0,29-08-2024,2024-08-29 12:00:00,2024-08-29 14:26:54.410515609,2024-08-30 12:00:00,12,12,3,0
250.99,dhl,clothing,ev bike,express,east,foggy,293.8,41.03,yes,delayed,3,1632.7206,8.8,30,1.15,12.76583729,0.998811829,3.965837294,1,14-04-2024,2024-04-14 09:00:00,2024-04-14 21:45:57.014257226,2024-04-14 17:48:00,9,9,6,1
250.99,dhl,clothing,van,two day,north,foggy,256.7,37.02,no,delivered,4,1394.56,52.8,45,1.15,7.9770817,0.998811829,-44.8229183,0,23-06-2024,2024-06-23 16:00:00,2024-06-23 23:58:37.494119773,2024-06-25 20:48:00,16,16,6,1
250.99,dhl,clothing,truck,same day,south,cold,280.3,15.29,no,delivered,4,1547.37,26.4,50,1.05,6.72439077,0.998811829,-19.67560923,0,04-09-2024,2024-09-04 15:00:00,2024-09-04 21:43:27.806773054,2024-09-05 17:24:00,15,15,2,0
250.99,dhl,clothing,bike,express,west,clear,93.0,9.37,no,delivered,4,543.11,8.0,35,1.0,3.340568969,0.998811829,-4.659431031,0,11-11-2024,2024-11-11 12:00:00,2024-11-11 15:20:26.048287446,2024-11-11 20:00:00,12,12,0,0
250.99,dhl,clothing,bike,two day,west,hot,113.3,34.03,no,delivered,5,668.59,48.0,35,1.1,4.853743206,0.998811829,-43.14625679,0,12-11-2024,2024-11-12 12:00:00,2024-11-12 16:51:13.475542060,2024-11-14 12:00:00,12,12,1,0
250.99,dhl,documents,scooter,same day,central,rainy,124.2,1.02,no,delivered,5,724.06,24.0,40,1.2,4.345310886,0.998811829,-19.65468911,0,29-01-2024,2024-01-29 14:00:00,2024-01-29 18:20:43.119190960,2024-01-30 14:00:00,14,14,0,0
250.99,dhl,documents,bike,same day,east,rainy,60.4,22.93,no,delivered,5,470.79,24.0,35,1.2,3.217349834,0.998811829,-20.78265017,0,07-04-2024,2024-04-07 14:00:00,2024-04-07 17:13:02.459402389,2024-04-08 14:00:00,14,14,6,1
250.99,dhl,documents,ev bike,two day,east,hot,230.8,30.01,no,delivered,4,1244.03,52.8,30,1.1,9.661393624,0.998811829,-43.13860638,0,12-04-2024,2024-04-12 17:00:00,2024-04-13 02:39:41.017048077,2024-04-14 21:48:00,17,17,4,0
250.99,dhl,documents,truck,same day,north,clear,265.3,31.8,no,delivered,5,1521.9,26.4,50,1.0,6.434345803,0.998811829,-19.9656542,0,24-06-2024,2024-06-24 10:00:00,2024-06-24 16:26:03.644891638,2024-06-25 12:24:00,10,10,0,0
250.99,dhl,electronics,ev van,same day,east,cold,269.7,12.69,no,delivered,3,1486.57,26.4,40,1.05,7.86176277,0.998811829,-18.53823723,0,14-04-2024,2024-04-14 14:00:00,2024-04-14 21:51:42.345973494,2024-04-15 16:24:00,14,14,6,1
250.99,dhl,electronics,van,standard,south,foggy,148.2,38.6,no,delivered,4,856.8,48.0,45,1.15,5.243895278,0.998811829,-42.75610472,0,01-09-2024,2024-09-01 10:00:00,2024-09-01 15:14:38.023000166,2024-09-03 10:00:00,10,10,6,1
250.99,dhl,electronics,van,two day,west,clear,10.4,4.59,no,delivered,4,95.6674,48.0,45,1.0,0.821933352,0.998811829,-47.17806665,0,09-11-2024,2024-11-09 16:00:00,2024-11-09 16:49:18.960067549,2024-11-11 16:00:00,16,16,5,1
250.99,dhl,electronics,scooter,two day,west,stormy,217.9,14.08,no,delivered,4,1131.74,52.8,40,1.1,6.843868641,0.998811829,-45.95613136,0,14-11-2024,2024-11-14 10:00:00,2024-11-14 16:50:37.927108654,2024-11-16 14:48:00,10,10,3,0
250.99,dhl,fragile items,truck,express,central,foggy,198.5,20.1,no,delivered,5,1102.8,8.0,50,1.15,5.596142916,0.998811829,-2.403857084,0,31-01-2024,2024-01-31 09:00:00,2024-01-31 14:35:46.114498428,2024-01-31 17:00:00,9,9,2,0
250.99,dhl,fragile items,bike,two day,north,hot,83.3,34.71,no,delivered,4,520.63,48.0,35,1.1,3.926948564,0.998811829,-44.07305144,0,19-06-2024,2024-06-19 18:00:00,2024-06-19 21:55:37.014829068,2024-06-21 18:00:00,18,18,2,0
