delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_rating,delivery_cost,expected_time_hours_recon,speed_kmph_recon,weather_mult_recon,delivery_time_hours_recon,partner_mult_recon,delay_hours_recon,delayed_flag_recon,order_date_recon,order_ts_recon,delivery_ts_recon,expected_ts_recon,hour,order_hour,order_day,is_weekend,order_date,expected_date,transit_holidays,holiday_count_transit,holiday_names_transit,weekend_count_transit,holiday_or_weekend_transit_flag,holiday_proximity_feature,api_temperature,api_humidity,api_wind_speed,precipitation,bad_weather_flag_api,temperature,humidity,wind_speed
250.99,amazon logistics,electronics,van,same day,central,cloudy,112.84674995242491,24.78111302158063,no,delivered,5,732.3275104175177,21.291795508221647,44.7488246926782,1.0,3.520163931,1.00190617,-20.47983607,0,03-01-2024,2024-01-03 15:00:00,2024-01-03 18:31:12.590152755,2024-01-04 15:00:00,15,15,2,0,2024-01-03,2024-01-04,[],0,,0,0,2,27.370100667544587,55.578374254688,5.134856458569369,1.7712190625443684,0,27.682911535937688,56.34543390073456,3.793222581375002
250.99,amazon logistics,electronics,scooter,same day,central,clear,234.46630991838424,18.95113184503127,no,delivered,5,1290.4511339202909,27.195727013276258,40.40370417774758,1.1,7.378537989,1.00190617,-19.02146201,0,07-01-2024,2024-01-07 10:00:00,2024-01-07 17:22:42.736759510,2024-01-08 12:24:00,10,10,6,1,2024-01-07,2024-01-08,[],0,,1,1,6,27.512353445105855,80.5233468628586,14.19187082445369,2.300354424682202,0,27.67135123214872,80.6049563504307,14.339254038694818
250.99,amazon logistics,fragile items,scooter,standard,central,stormy,257.7570400931404,30.81824965619794,no,delivered,5,1466.236165823219,56.13239634534952,40.62122535191586,1.0,7.656065998,1.00190617,-45.143934,0,07-01-2024,2024-01-07 15:00:00,2024-01-07 22:39:21.837592206,2024-01-09 19:48:00,15,15,6,1,2024-01-07,2024-01-09,[],0,,1,1,6,31.667833630238498,57.54702660142984,0.0,4.230970569083254,1,31.20981135783017,58.63680440995255,0.1500110086103245
250.99,amazon logistics,fragile items,truck,two day,south,rainy,40.06969638356524,6.124599852041459,no,delivered,3,442.2768633360607,50.485460729207716,50.29544447389617,1.1,2.034250249,1.00190617,-45.96574975,0,06-08-2024,2024-08-06 14:00:00,2024-08-06 16:02:03.300897789,2024-08-08 14:00:00,14,14,1,0,2024-08-06,2024-08-08,[],0,,0,0,2,20.871487059994173,60.80605923595749,2.7533467093210904,2.1102331854547085,1,20.43359877671101,61.099125635067246,2.990388708260548
250.99,amazon logistics,fragile items,truck,same day,west,rainy,108.2793035940241,19.314116888856407,no,delivered,3,831.4887401936417,26.83687272779881,49.774562080650206,1.1,3.809507754,1.00190617,-20.19049225,0,18-10-2024,2024-10-18 09:00:00,2024-10-18 12:48:34.227913802,2024-10-19 09:00:00,9,9,4,0,2024-10-18,2024-10-19,[],0,,1,1,1,21.10172459321105,82.65154040013637,7.120178165685447,0.3747959155275259,1,21.375410837434835,85.07018467411724,8.699161645159428
250.99,amazon logistics,furniture,scooter,two day,central,clear,83.74729548217162,35.44551112668238,no,delivered,4,525.9644017267536,46.75505730724349,38.547790302658846,1.05,3.610574274,1.00190617,-44.38942573,0,03-01-2024,2024-01-03 11:00:00,2024-01-03 14:36:38.067387321,2024-01-05 11:00:00,11,11,2,0,2024-01-03,2024-01-05,[],0,,0,0,2,26.35402001583995,66.36924457332006,3.1506022689721105,0.0520674080377462,0,27.18856235379513,66.98111380543827,2.981663322397894
250.99,amazon logistics,furniture,ev bike,standard,central,clear,120.45963661461174,38.27260414173479,no,delivered,5,764.2397833234967,48.912967432554346,31.164028017251212,1.05,5.738527798,1.00190617,-42.2614722,0,04-01-2024,2024-01-04 18:00:00,2024-01-04 23:44:18.700073476,2024-01-06 18:00:00,18,18,3,0,2024-01-04,2024-01-06,[],0,,1,1,3,25.17036257153992,49.2630566908411,20.115928054557195,0.4384843910100609,0,24.93584439832788,50.320737627287954,19.196251026378853
250.99,amazon logistics,furniture,van,standard,east,cloudy,208.33963309399317,3.864213805390106,no,delivered,5,1033.4538010623671,49.316016273113064,45.18565504010418,1.15,6.209111994,1.00190617,-46.59088801,0,19-03-2024,2024-03-19 12:00:00,2024-03-19 18:12:32.803178158,2024-03-21 16:48:00,12,12,1,0,2024-03-19,2024-03-21,['March Equinox'],1,March Equinox,0,1,1,31.52214378466214,67.67059067342387,12.397142752538036,4.774160793592379,0,31.571236662976368,68.64072908880175,13.402079029366856
250.99,amazon logistics,furniture,truck,standard,north,clear,27.19894948563617,43.86808474056043,no,delivered,4,376.05139791815463,46.95378571109728,49.48187505792915,1.1,2.472003093,1.00190617,-45.52799691,0,25-05-2024,2024-05-25 12:00:00,2024-05-25 14:28:19.211135412,2024-05-27 12:00:00,12,12,5,1,2024-05-25,2024-05-27,[],0,,2,1,2,24.463918540002883,60.47189628470381,9.666368285305317,1.6770611075823172,0,25.459879622393945,60.26311942848318,8.655390230890534
250.99,amazon logistics,furniture,ev bike,express,north,clear,33.617755329782305,3.026332461195162,yes,delayed,2,314.3312131729436,9.133168563153815,28.350646099037508,1.2,2.590207983,1.00190617,-5.409792017,0,25-05-2024,2024-05-25 11:00:00,2024-05-25 13:35:24.748739170,2024-05-25 19:00:00,11,11,5,1,2024-05-25,2024-05-25,[],0,,1,1,2,23.92642148074084,78.97926518043285,1.9459707117160838,3.77575115616907,0,22.938481493323543,80.7498461101231,2.2451069573359206
250.99,amazon logistics,furniture,ev van,express,north,stormy,255.15998835206514,13.45870864244037,yes,delayed,3,1261.7492629271076,7.055397879435373,39.77341324602004,1.1,7.401571812,1.00190617,-1.398428188,0,30-05-2024,2024-05-30 10:00:00,2024-05-30 17:24:05.658521760,2024-05-30 18:48:00,10,10,3,0,2024-05-30,2024-05-30,[],0,,0,0,7,36.40228205060599,59.06077919253571,7.379003336202283,0.5339517079097141,1,37.32824384460777,58.75019135255752,7.70372580309256
250.99,amazon logistics,furniture,truck,standard,south,rainy,74.35109274600167,27.323952650204728,no,delivered,3,349.34843756121427,49.50630468717683,49.74629561019105,1.2,3.088676341,1.00190617,-44.91132366,0,06-08-2024,2024-08-06 16:00:00,2024-08-06 19:05:19.234826833,2024-08-08 16:00:00,16,16,1,0,2024-08-06,2024-08-08,[],0,,0,0,2,29.015061293153877,86.70610854803962,12.100603432856392,2.4749254772668405,1,28.871118497567323,87.9014087796414,13.01203337355921
250.99,amazon logistics,groceries,ev bike,same day,central,clear,92.44056936724608,8.192998796061614,no,delivered,4,660.6854403702321,29.23171325103812,29.60168004486003,1.05,4.27659641,1.00190617,-19.72340359,0,03-01-2024,2024-01-03 09:00:00,2024-01-03 13:16:35.747076989,2024-01-04 09:00:00,9,9,2,0,2024-01-03,2024-01-04,[],0,,0,0,2,28.939411595401562,61.027103231668164,17.66771096583046,2.63110666575214,0,30.33764102343962,62.01918554486739,19.376284067161343
250.99,amazon logistics,groceries,bike,express,east,clear,244.73422872691447,33.84061678134434,yes,delayed,3,1375.504067657903,10.484567560462542,32.784872142642456,1.2,10.21501165,1.00190617,1.415011646,1,20-03-2024,2024-03-20 10:00:00,2024-03-20 20:12:54.041925042,2024-03-20 18:48:00,10,10,2,0,2024-03-20,2024-03-20,['March Equinox'],1,March Equinox,0,1,0,23.00827371381389,70.96952399782481,8.005212833570427,3.3165756988100337,0,22.87625906893272,67.68627162273562,9.453747272816017
250.99,amazon logistics,groceries,ev van,express,south,cloudy,240.70584711916877,6.106145422111938,yes,failed,2,1275.8782374096393,10.457609888948516,40.7391187276469,1.2,8.178079151,1.00190617,-0.621920849,0,10-08-2024,2024-08-10 09:00:00,2024-08-10 17:10:41.084941846,2024-08-10 17:48:00,9,9,5,1,2024-08-10,2024-08-10,[],0,,1,1,5,27.240749612016014,65.54580903056811,11.623234306185868,1.533648382785071,0,27.278086377374088,63.41165873586941,13.848244921848115
250.99,amazon logistics,groceries,ev bike,same day,west,rainy,99.38124077303048,37.236304170191396,no,delivered,5,683.2500745668938,22.049948531946367,29.547854785696515,1.1,5.179193641,1.00190617,-18.82080636,0,18-10-2024,2024-10-18 14:00:00,2024-10-18 19:10:45.097106444,2024-10-19 14:00:00,14,14,4,0,2024-10-18,2024-10-19,[],0,,1,1,1,31.992328797823298,78.08248466710744,3.846291970784349,3.1550217083437224,1,30.55461294854933,78.97655065142146,3.907179946534463
250.99,amazon logistics,pharmacy,bike,standard,east,clear,179.6655726418422,31.95597454236411,no,delivered,5,996.2655507188498,45.697103434208024,35.379393068093925,1.0,6.536607608,1.00190617,-41.46339239,0,18-03-2024,2024-03-18 17:00:00,2024-03-18 23:32:11.787389646,2024-03-20 17:00:00,17,17,0,0,2024-03-18,2024-03-20,['March Equinox'],1,March Equinox,0,1,2,24.69242534373075,55.13862116485383,12.723166945849265,5.48045553494821,0,24.245032112888488,54.55235935518785,12.472667414713266
250.99,amazon logistics,pharmacy,van,same day,east,stormy,260.9434409606404,43.403254193107685,yes,delayed,2,1541.1369318814388,28.681042820532696,44.244083585697226,1.1,7.820258381,1.00190617,-18.57974162,0,20-03-2024,2024-03-20 15:00:00,2024-03-20 22:49:12.930171488,2024-03-21 17:24:00,15,15,2,0,2024-03-20,2024-03-21,['March Equinox'],1,March Equinox,0,1,0,31.724650245402508,73.72479392512221,5.240391203500699,6.31149457625477,1,31.87849009172836,71.51447177142099,4.78109799814034
250.99,amazon logistics,pharmacy,truck,two day,north,clear,198.8500875511653,2.0431088474604033,no,delivered,4,1004.5479391941462,44.52169263884856,50.31058683063581,1.1,4.900363154,1.00190617,-43.09963685,0,29-05-2024,2024-05-29 18:00:00,2024-05-29 22:54:01.307352873,2024-05-31 18:00:00,18,18,2,0,2024-05-29,2024-05-31,[],0,,0,0,6,27.863539534192142,64.68453807617301,3.542458446755794,0.2680609293785161,0,26.99680655040597,65.05046668467762,3.962681042314913
250.99,amazon logistics,pharmacy,truck,same day,south,cloudy,287.9876119746046,46.754504765759584,no,delivered,4,1558.8527267058814,25.556761334845884,48.4449761332425,1.05,7.76271891,1.00190617,-18.63728109,0,12-08-2024,2024-08-12 12:00:00,2024-08-12 19:45:45.788074660,2024-08-13 14:24:00,12,12,0,0,2024-08-12,2024-08-13,[],0,,0,0,3,28.12835650473679,90.54108993723162,11.049451998778798,1.9579696500374009,0,28.541531251033614,89.78620834797417,10.184411233401336
250.99,amazon logistics,pharmacy,ev bike,express,west,cloudy,43.97463085890347,18.274233697083837,no,delivered,4,338.8023385716782,5.979450516877398,30.44249611553704,1.1,2.96353826,1.00190617,-5.03646174,0,16-10-2024,2024-10-16 11:00:00,2024-10-16 13:57:48.737736568,2024-10-16 19:00:00,11,11,2,0,2024-10-16,2024-10-16,[],0,,0,0,1,27.557785849113124,54.558840739707584,5.207854455254844,0.240916659321133,0,26.991466938853016,53.30354421084765,4.233285948671998
250.99,amazon logistics,pharmacy,truck,two day,west,clear,61.011987435980984,42.31037793065776,no,delivered,5,442.0459532563615,46.12069928289504,50.37880145598613,1.15,2.879328047,1.00190617,-45.12067195,0,17-10-2024,2024-10-17 12:00:00,2024-10-17 14:52:45.580967659,2024-10-19 12:00:00,12,12,3,0,2024-10-17,2024-10-19,['Maharishi Valmiki Jayanti'],1,Maharishi Valmiki Jayanti,1,1,0,39.059903136001324,86.73884827982562,13.871460282258598,5.117162997315994,0,39.26139092254469,87.33627792197846,14.42655054448456
250.99,blue dart,automobile parts,ev bike,same day,north,cloudy,123.23261465606934,25.861958354136597,no,delivered,5,916.4099081850507,23.90370212939161,30.77276486897106,1.15,6.214871118,1.000945045,-17.78512888,0,04-06-2024,2024-06-04 09:00:00,2024-06-04 15:12:53.536024033,2024-06-05 09:00:00,9,9,1,0,2024-06-04,2024-06-05,[],0,,0,0,12,30.58273339342805,57.93785304397242,19.129364147818897,6.219767810289913,0,29.93251387631033,57.54562144384591,18.74673181932676
250.99,blue dart,automobile parts,scooter,same day,north,rainy,204.36393638380102,40.703481084479776,no,delivered,5,1313.8437451742993,26.796104469057603,39.45472645109952,1.05,7.009593123,1.000945045,-19.39040688,0,07-06-2024,2024-06-07 09:00:00,2024-06-07 16:00:34.535242839,2024-06-08 11:24:00,9,9,4,0,2024-06-07,2024-06-08,[],0,,1,1,9,24.37359491661705,52.6158266903161,7.8757861694532885,1.3846630904184276,1,24.711445355220494,53.98599469684798,7.872042047894698
250.99,blue dart,automobile parts,ev bike,two day,south,clear,24.15284541653337,18.696035728382885,no,delivered,5,182.43854026469876,46.54662685139124,28.97647718819348,1.1,1.82434913,1.000945045,-46.17565087,0,12-08-2024,2024-08-12 18:00:00,2024-08-12 19:49:27.656867910,2024-08-14 18:00:00,18,18,0,0,2024-08-12,2024-08-14,[],0,,0,0,3,34.55010848826524,60.02037900203817,6.979584204475758,6.432419268086434,0,34.11272456051594,59.10452861553536,6.449228068534534
250.99,blue dart,clothing,truck,same day,central,rainy,252.07968048567704,18.90246522215525,yes,failed,2,1389.6157311891166,26.602484917493587,48.36381989036568,1.1,6.726911228,1.000945045,-19.67308877,0,15-01-2024,2024-01-15 14:00:00,2024-01-15 20:43:36.880421768,2024-01-16 16:24:00,14,14,0,0,2024-01-15,2024-01-16,['Pongal'],1,Pongal,0,1,0,23.58868481522128,52.13803822615416,2.701948412240152,2.9069345466179244,1,23.895781750144888,54.61938419053147,3.5176978720541863
250.99,blue dart,clothing,truck,express,north,clear,226.24300981353423,25.664049060828795,yes,delayed,2,1141.2156668587522,8.123177921971987,50.2174357354469,1.1,5.914564249,1.000945045,-2.885435751,0,07-06-2024,2024-06-07 11:00:00,2024-06-07 16:54:52.431296590,2024-06-07 19:48:00,11,11,4,0,2024-06-07,2024-06-07,[],0,,0,0,9,31.25669791845879,73.04653543608322,7.946456022016838,2.3810526327637707,0,31.044317975023777,73.44427766909565,7.8079285517499075
250.99,blue dart,clothing,scooter,standard,north,cloudy,278.8023616989631,17.135318535170185,no,delivered,5,1526.6936846748217,51.29018150542874,39.845122303216954,1.05,8.53941751,1.000945045,-44.26058249,0,09-06-2024,2024-06-09 11:00:00,2024-06-09 19:32:21.903036450,2024-06-11 15:48:00,11,11,6,1,2024-06-09,2024-06-11,[],0,,1,1,7,19.611563635734296,95.84646648934502,9.380022734882548,1.7386129637984302,0,20.20164938060112,94.46967288121016,11.19268181064114
250.99,blue dart,clothing,scooter,express,south,clear,18.29636293107366,44.95917054164714,yes,delayed,3,355.0063360879485,7.869125558527719,40.199523643785184,1.0,2.333703371,1.000945045,-5.666296629,0,13-08-2024,2024-08-13 12:00:00,2024-08-13 14:20:01.332136510,2024-08-13 20:00:00,12,12,1,0,2024-08-13,2024-08-13,[],0,,0,0,2,22.63985812374342,47.82659794045186,7.587797681007989,1.0443717929018606,0,23.359069755507846,51.54473083659165,7.45938825986145
250.99,blue dart,clothing,van,same day,south,stormy,126.29283874790248,12.786872541647634,no,delivered,5,901.7339792345246,21.076128308909134,44.16776914935242,1.1,4.344310579,1.000945045,-19.65568942,0,16-08-2024,2024-08-16 14:00:00,2024-08-16 18:20:39.518085951,2024-08-17 14:00:00,14,14,4,0,2024-08-16,2024-08-17,[],0,,1,1,1,29.400155036260266,72.54892778002736,13.726771842962332,6.636293911020991,1,30.984306179345616,70.75077571937575,12.461524369977692
250.99,blue dart,cosmetics,scooter,standard,north,clear,148.07808496262143,14.765026260618905,no,delivered,4,849.6765120240875,48.6411430698226,38.92615702887301,1.05,4.304969547,1.000945045,-43.69503045,0,04-06-2024,2024-06-04 18:00:00,2024-06-04 22:18:17.890367824,2024-06-06 18:00:00,18,18,1,0,2024-06-04,2024-06-06,[],0,,0,0,12,33.42831770726354,69.31732811962848,12.840407179862789,0.43892901640031,0,33.69233289997705,67.37316480985378,13.248468299064251
250.99,blue dart,cosmetics,ev bike,standard,south,clear,45.53485412839257,38.744824506105225,no,delivered,4,266.69629515618635,46.721519957451946,29.706884685923306,1.0,2.613600971,1.000945045,-45.38639903,0,13-08-2024,2024-08-13 14:00:00,2024-08-13 16:36:48.963493908,2024-08-15 14:00:00,14,14,1,0,2024-08-13,2024-08-15,['Parsi New Year'],1,Parsi New Year,0,1,2,31.04393791915689,61.725481790262,2.0816728164190925,3.244417192907024,0,30.85684140594985,65.28228864108802,1.956591240294907
250.99,blue dart,documents,van,express,north,rainy,141.68973515936548,46.90271400841914,yes,delayed,3,852.0053931009885,9.499495526699619,43.7799781861725,1.1,4.988516586,1.000945045,-3.011483414,0,05-06-2024,2024-06-05 12:00:00,2024-06-05 16:59:18.659708696,2024-06-05 20:00:00,12,12,2,0,2024-06-05,2024-06-05,[],0,,0,0,11,29.58040572011701,66.99598603962632,13.738778159768646,0.9160013206757304,1,29.4217585880588,64.93386246950124,13.955654120192245
250.99,blue dart,documents,bike,standard,west,rainy,8.045321484700036,0.7770351951097294,no,delivered,4,88.82835330994989,49.755098666815854,35.74687710790552,1.0,0.689679734,1.000945045,-47.31032027,0,23-10-2024,2024-10-23 12:00:00,2024-10-23 12:41:22.847042727,2024-10-25 12:00:00,12,12,2,0,2024-10-23,2024-10-25,[],0,,0,0,3,27.33193732204286,87.7595662115153,17.080144297066248,2.798724399036759,1,28.494481522053555,90.2755740481908,18.006350618233434
250.99,blue dart,fragile items,ev bike,standard,central,clear,157.21530873021484,45.45314309283462,no,delivered,5,1017.168374340337,46.790020799844434,31.35345639546577,1.2,8.530934501,1.000945045,-39.4690655,0,13-01-2024,2024-01-13 13:00:00,2024-01-13 21:31:51.364203142,2024-01-15 13:00:00,13,13,5,1,2024-01-13,2024-01-15,"['Lohri', 'Makar Sankranti', 'Pongal']",3,"Lohri, Makar Sankranti, Pongal",2,1,0,22.17610585811994,53.75216597698704,1.9276477960138139,0.3575063145372107,0,22.607390048162863,50.85392675937818,0.5250429721901662
250.99,blue dart,fragile items,bike,two day,north,stormy,82.51549408279541,0.1382845812270564,no,delivered,4,327.26321702518203,49.39111388624462,34.75782942174287,1.2,3.386134169,1.000945045,-44.61386583,0,03-06-2024,2024-06-03 12:00:00,2024-06-03 15:23:10.083008400,2024-06-05 12:00:00,12,12,0,0,2024-06-03,2024-06-05,[],0,,0,0,11,26.031599933359843,83.37076717936304,12.077685656825734,0.9345884007447528,1,26.400778958026457,84.87123743210623,11.027044211977188
250.99,blue dart,furniture,scooter,two day,central,rainy,112.26101542326964,40.02285307536865,no,delivered,4,804.0834754900383,48.73943108371407,40.45725020839998,1.1,4.992443627,1.000945045,-43.00755637,0,12-01-2024,2024-01-12 14:00:00,2024-01-12 18:59:32.797056505,2024-01-14 14:00:00,14,14,4,0,2024-01-12,2024-01-14,"['Lohri', 'Makar Sankranti']",2,"Lohri, Makar Sankranti",2,1,1,27.114535103624394,60.78577781542152,14.492330697790619,5.842969300336545,1,27.696806145201062,61.381993046267375,12.077487475071988
250.99,blue dart,furniture,scooter,standard,east,clear,246.5258861491353,51.72939742753493,no,delivered,4,1313.6643704338771,49.76254660421194,41.447416693878466,1.0,7.362551369,1.000945045,-45.43744863,0,27-03-2024,2024-03-27 15:00:00,2024-03-27 22:21:45.184929580,2024-03-29 19:48:00,15,15,2,0,2024-03-27,2024-03-29,"['Maundy Thursday', 'Good Friday']",2,"Maundy Thursday, Good Friday",0,1,1,35.93230864922061,67.34333908495384,12.901720829967747,1.6297043579745356,0,35.285611131094576,67.24829798679087,14.196306701407304
250.99,blue dart,furniture,ev van,standard,south,cloudy,32.224987588587204,13.78804562617029,no,delivered,4,181.66468867898658,47.33485447600536,37.35700743129788,1.15,1.54015414,1.000945045,-46.45984586,0,12-08-2024,2024-08-12 10:00:00,2024-08-12 11:32:24.554903902,2024-08-14 10:00:00,10,10,0,0,2024-08-12,2024-08-14,[],0,,0,0,3,30.26226192769409,65.63872852475531,6.771200148579347,1.3515930555308815,0,31.71809144784231,68.90674607818599,7.715373275982342
250.99,blue dart,groceries,truck,express,west,clear,103.14259552988432,38.127387395910155,yes,delayed,2,808.5528026542737,5.735561209112356,49.55521039670367,1.1,3.821267859,1.000945045,-4.178732141,0,26-10-2024,2024-10-26 10:00:00,2024-10-26 13:49:16.564290916,2024-10-26 18:00:00,10,10,5,1,2024-10-26,2024-10-26,[],0,,1,1,5,20.900643112712242,60.11839317399199,14.268975028465956,2.789515786735967,0,21.18479922318633,63.71292893331845,16.37420633713709
250.99,blue dart,groceries,van,same day,west,cloudy,283.75606547472717,24.307050964155827,yes,failed,2,1550.5846950587645,26.436857288800045,44.42289466982049,1.0,7.159359525,1.000945045,-19.24064047,0,31-10-2024,2024-10-31 09:00:00,2024-10-31 16:09:33.694291062,2024-11-01 11:24:00,9,9,3,0,2024-10-31,2024-11-01,['Diwali/Deepavali'],1,Diwali/Deepavali,0,1,0,32.28952083029765,49.60240788370308,8.520998508969877,1.079320297844324,0,31.620419846973974,54.2101487825929,10.79792932472369
250.99,blue dart,pharmacy,bike,standard,central,rainy,269.12206545572104,32.65014715242974,no,delivered,5,1373.6630312770867,49.30474972492911,34.599038527259,1.1,9.61921629,1.000945045,-43.18078371,0,16-01-2024,2024-01-16 13:00:00,2024-01-16 22:37:09.178644972,2024-01-18 17:48:00,13,13,1,0,2024-01-16,2024-01-18,['Guru Govind Singh Jayanti'],1,Guru Govind Singh Jayanti,0,1,1,27.017569705740062,55.038618228910636,6.93321466431275,1.3585854012313845,1,28.074588597918417,55.14488819732456,8.178732031277999
250.99,blue dart,pharmacy,truck,same day,east,cloudy,0.0,28.574551507734434,no,delivered,3,224.07727575540497,22.737411396455947,51.787922470239046,1.1,1.434434324,1.000945045,-22.56556568,0,22-03-2024,2024-03-22 12:00:00,2024-03-22 13:26:03.963567742,2024-03-23 12:00:00,12,12,4,0,2024-03-22,2024-03-23,[],0,,1,1,2,26.094366966229575,64.83895478472083,17.259348064017004,1.6447220399626954,0,26.615389998470206,63.415900583718994,14.385133914731352
250.99,blue dart,pharmacy,scooter,express,south,clear,84.82034667072514,25.636187389493937,yes,delayed,2,468.76362121991247,11.156614074571216,39.96939261610575,1.1,3.377879232,1.000945045,-4.622120768,0,14-08-2024,2024-08-14 10:00:00,2024-08-14 13:22:40.365236013,2024-08-14 18:00:00,10,10,2,0,2024-08-14,2024-08-14,[],0,,0,0,1,32.985822098501124,84.32321600575374,18.653119566996068,9.207724315074806,0,33.058381444204336,86.98140737992628,18.547510632105745
