delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_rating,delivery_cost,expected_time_hours_recon,speed_kmph_recon,weather_mult_recon,delivery_time_hours_recon,partner_mult_recon,delay_hours_recon,delayed_flag_recon,order_date_recon,order_ts_recon,delivery_ts_recon,expected_ts_recon,hour,order_hour,order_day,is_weekend,order_date,expected_date,transit_holidays,holiday_count_transit,holiday_names_transit,weekend_count_transit,holiday_or_weekend_transit_flag,holiday_proximity_feature,api_temperature,api_humidity,api_wind_speed,precipitation,bad_weather_flag_api,temperature,humidity,wind_speed
250.99,amazon logistics,electronics,van,same day,central,cloudy,111.9,26.34,no,delivered,5,738.52,24.0,45,1.0,3.520163931,1.00190617,-20.47983607,0,03-01-2024,2024-01-03 15:00:00,2024-01-03 18:31:12.590152755,2024-01-04 15:00:00,15,15,2,0,2024-01-03,2024-01-04,[],0,,0,0,2,27.682911535937688,56.345433900734555,3.793222581375002,1.7712190625443684,0,27.682911535937688,56.345433900734555,3.793222581375002
250.99,amazon logistics,electronics,scooter,same day,central,clear,233.4,18.0,no,delivered,5,1321.0,26.4,40,1.1,7.378537989,1.00190617,-19.02146201,0,07-01-2024,2024-01-07 10:00:00,2024-01-07 17:22:42.736759510,2024-01-08 12:24:00,10,10,6,1,2024-01-07,2024-01-08,[],0,,1,1,6,27.671351232148716,80.6049563504307,14.339254038694818,2.300354424682202,0,27.671351232148716,80.6049563504307,14.339254038694818
250.99,amazon logistics,fragile items,scooter,standard,central,stormy,262.7,28.7,no,delivered,5,1399.6,52.8,40,1.0,7.656065998,1.00190617,-45.143934,0,07-01-2024,2024-01-07 15:00:00,2024-01-07 22:39:21.837592206,2024-01-09 19:48:00,15,15,6,1,2024-01-07,2024-01-09,[],0,,1,1,6,31.20981135783017,58.63680440995255,0.15001100861032457,4.230970569083254,1,31.20981135783017,58.63680440995255,0.15001100861032457
250.99,amazon logistics,fragile items,truck,two day,south,rainy,59.5,7.79,no,delivered,3,320.87,48.0,50,1.1,2.034250249,1.00190617,-45.96574975,0,06-08-2024,2024-08-06 14:00:00,2024-08-06 16:02:03.300897789,2024-08-08 14:00:00,14,14,1,0,2024-08-06,2024-08-08,[],0,,0,0,2,20.43359877671101,61.099125635067246,2.9903887082605474,2.1102331854547085,1,20.43359877671101,61.099125635067246,2.9903887082605474
250.99,amazon logistics,fragile items,truck,same day,west,rainy,127.8,20.03,no,delivered,3,799.09,24.0,50,1.1,3.809507754,1.00190617,-20.19049225,0,18-10-2024,2024-10-18 09:00:00,2024-10-18 12:48:34.227913802,2024-10-19 09:00:00,9,9,4,0,2024-10-18,2024-10-19,[],0,,1,1,1,21.375410837434835,85.07018467411724,8.699161645159428,0.3747959155275259,1,21.375410837434835,85.07018467411724,8.699161645159428
250.99,amazon logistics,furniture,scooter,two day,central,clear,89.3,34.98,no,delivered,4,551.44,48.0,40,1.05,3.610574274,1.00190617,-44.38942573,0,03-01-2024,2024-01-03 11:00:00,2024-01-03 14:36:38.067387321,2024-01-05 11:00:00,11,11,2,0,2024-01-03,2024-01-05,[],0,,0,0,2,27.188562353795135,66.98111380543827,2.981663322397894,0.05206740803774627,0,27.188562353795135,66.98111380543827,2.981663322397894
250.99,amazon logistics,furniture,ev bike,standard,central,clear,125.0,39.41,no,delivered,5,743.23,48.0,30,1.05,5.738527798,1.00190617,-42.2614722,0,04-01-2024,2024-01-04 18:00:00,2024-01-04 23:44:18.700073476,2024-01-06 18:00:00,18,18,3,0,2024-01-04,2024-01-06,[],0,,1,1,3,24.93584439832788,50.320737627287954,19.196251026378853,0.4384843910100609,0,24.93584439832788,50.320737627287954,19.196251026378853
250.99,amazon logistics,furniture,van,standard,east,cloudy,214.9,5.67,no,delivered,5,1091.51,52.8,45,1.15,6.209111994,1.00190617,-46.59088801,0,19-03-2024,2024-03-19 12:00:00,2024-03-19 18:12:32.803178158,2024-03-21 16:48:00,12,12,1,0,2024-03-19,2024-03-21,['March Equinox'],1,March Equinox,0,1,1,31.571236662976368,68.64072908880175,13.402079029366856,4.774160793592379,0,31.571236662976368,68.64072908880175,13.402079029366856
250.99,amazon logistics,furniture,truck,standard,north,clear,42.6,44.55,no,delivered,4,346.65,48.0,50,1.1,2.472003093,1.00190617,-45.52799691,0,25-05-2024,2024-05-25 12:00:00,2024-05-25 14:28:19.211135412,2024-05-27 12:00:00,12,12,5,1,2024-05-25,2024-05-27,[],0,,2,1,2,25.459879622393945,60.26311942848318,8.655390230890534,1.6770611075823172,0,25.459879622393945,60.26311942848318,8.655390230890534
250.99,amazon logistics,furniture,ev bike,express,north,clear,46.8,4.72,yes,delayed,2,298.16,8.0,30,1.2,2.590207983,1.00190617,-5.409792017,0,25-05-2024,2024-05-25 11:00:00,2024-05-25 13:35:24.748739170,2024-05-25 19:00:00,11,11,5,1,2024-05-25,2024-05-25,[],0,,1,1,2,22.938481493323543,80.7498461101231,2.2451069573359206,3.77575115616907,0,22.938481493323543,80.7498461101231,2.2451069573359206
250.99,amazon logistics,furniture,ev van,express,north,stormy,239.3,11.67,yes,delayed,3,1281.51,8.8,40,1.1,7.401571812,1.00190617,-1.398428188,0,30-05-2024,2024-05-30 10:00:00,2024-05-30 17:24:05.658521760,2024-05-30 18:48:00,10,10,3,0,2024-05-30,2024-05-30,[],0,,0,0,7,37.32824384460777,58.750191352557515,7.70372580309256,0.5339517079097141,1,37.32824384460777,58.750191352557515,7.70372580309256
250.99,amazon logistics,furniture,truck,standard,south,rainy,75.2,28.25,no,delivered,3,460.75,48.0,50,1.2,3.088676341,1.00190617,-44.91132366,0,06-08-2024,2024-08-06 16:00:00,2024-08-06 19:05:19.234826833,2024-08-08 16:00:00,16,16,1,0,2024-08-06,2024-08-08,[],0,,0,0,2,28.871118497567323,87.9014087796414,13.01203337355921,2.4749254772668405,1,28.871118497567323,87.9014087796414,13.01203337355921
250.99,amazon logistics,groceries,ev bike,same day,central,clear,101.1,9.76,no,delivered,4,634.78,24.0,30,1.05,4.27659641,1.00190617,-19.72340359,0,03-01-2024,2024-01-03 09:00:00,2024-01-03 13:16:35.747076989,2024-01-04 09:00:00,9,9,2,0,2024-01-03,2024-01-04,[],0,,0,0,2,30.33764102343962,62.01918554486739,19.376284067161343,2.63110666575214,0,30.33764102343962,62.01918554486739,19.376284067161343
250.99,amazon logistics,groceries,bike,express,east,clear,256.4,33.53,yes,delayed,3,1432.59,8.8,35,1.2,10.21501165,1.00190617,1.415011646,1,20-03-2024,2024-03-20 10:00:00,2024-03-20 20:12:54.041925042,2024-03-20 18:48:00,10,10,2,0,2024-03-20,2024-03-20,['March Equinox'],1,March Equinox,0,1,0,22.87625906893272,67.68627162273562,9.453747272816017,3.3165756988100337,0,22.87625906893272,67.68627162273562,9.453747272816017
250.99,amazon logistics,groceries,ev van,express,south,cloudy,247.9,5.23,yes,failed,2,1305.19,8.8,40,1.2,8.178079151,1.00190617,-0.621920849,0,10-08-2024,2024-08-10 09:00:00,2024-08-10 17:10:41.084941846,2024-08-10 17:48:00,9,9,5,1,2024-08-10,2024-08-10,[],0,,1,1,5,27.278086377374088,63.41165873586941,13.848244921848117,1.533648382785071,0,27.278086377374088,63.41165873586941,13.848244921848117
250.99,amazon logistics,groceries,ev bike,same day,west,rainy,103.2,37.97,no,delivered,5,729.91,24.0,30,1.1,5.179193641,1.00190617,-18.82080636,0,18-10-2024,2024-10-18 14:00:00,2024-10-18 19:10:45.097106444,2024-10-19 14:00:00,14,14,4,0,2024-10-18,2024-10-19,[],0,,1,1,1,30.55461294854933,78.97655065142146,3.9071799465344625,3.1550217083437224,1,30.55461294854933,78.97655065142146,3.9071799465344625
250.99,amazon logistics,pharmacy,bike,standard,east,clear,189.3,30.78,no,delivered,5,1038.84,48.0,35,1.0,6.536607608,1.00190617,-41.46339239,0,18-03-2024,2024-03-18 17:00:00,2024-03-18 23:32:11.787389646,2024-03-20 17:00:00,17,17,0,0,2024-03-18,2024-03-20,['March Equinox'],1,March Equinox,0,1,2,24.245032112888488,54.55235935518785,12.472667414713266,5.48045553494821,0,24.245032112888488,54.55235935518785,12.472667414713266
250.99,amazon logistics,pharmacy,van,same day,east,stormy,258.3,42.79,yes,delayed,2,1519.87,26.4,45,1.1,7.820258381,1.00190617,-18.57974162,0,20-03-2024,2024-03-20 15:00:00,2024-03-20 22:49:12.930171488,2024-03-21 17:24:00,15,15,2,0,2024-03-20,2024-03-21,['March Equinox'],1,March Equinox,0,1,0,31.87849009172836,71.51447177142099,4.78109799814034,6.31149457625477,1,31.87849009172836,71.51447177142099,4.78109799814034
250.99,amazon logistics,pharmacy,truck,two day,north,clear,194.9,2.42,no,delivered,4,981.76,48.0,50,1.1,4.900363154,1.00190617,-43.09963685,0,29-05-2024,2024-05-29 18:00:00,2024-05-29 22:54:01.307352873,2024-05-31 18:00:00,18,18,2,0,2024-05-29,2024-05-31,[],0,,0,0,6,26.996806550405974,65.05046668467762,3.962681042314913,0.26806092937851617,0,26.996806550405974,65.05046668467762,3.962681042314913
250.99,amazon logistics,pharmacy,truck,same day,south,cloudy,295.5,48.45,no,delivered,4,1632.7206,26.4,50,1.05,7.76271891,1.00190617,-18.63728109,0,12-08-2024,2024-08-12 12:00:00,2024-08-12 19:45:45.788074660,2024-08-13 14:24:00,12,12,0,0,2024-08-12,2024-08-13,[],0,,0,0,3,28.541531251033618,89.78620834797417,10.184411233401335,1.9579696500374006,0,28.541531251033618,89.78620834797417,10.184411233401335
250.99,amazon logistics,pharmacy,ev bike,express,west,cloudy,51.6,23.45,no,delivered,4,378.35,8.0,30,1.1,2.96353826,1.00190617,-5.03646174,0,16-10-2024,2024-10-16 11:00:00,2024-10-16 13:57:48.737736568,2024-10-16 19:00:00,11,11,2,0,2024-10-16,2024-10-16,[],0,,0,0,1,26.991466938853016,53.303544210847654,4.233285948671998,0.24091665932113301,0,26.991466938853016,53.303544210847654,4.233285948671998
250.99,amazon logistics,pharmacy,truck,two day,west,clear,56.3,43.65,no,delivered,5,412.45,48.0,50,1.15,2.879328047,1.00190617,-45.12067195,0,17-10-2024,2024-10-17 12:00:00,2024-10-17 14:52:45.580967659,2024-10-19 12:00:00,12,12,3,0,2024-10-17,2024-10-19,['Maharishi Valmiki Jayanti'],1,Maharishi Valmiki Jayanti,1,1,0,39.26139092254469,87.33627792197846,14.42655054448456,5.117162997315994,0,39.26139092254469,87.33627792197846,14.42655054448456
250.99,blue dart,automobile parts,ev bike,same day,north,cloudy,131.5,25.79,no,delivered,5,834.87,24.0,30,1.15,6.214871118,1.000945045,-17.78512888,0,04-06-2024,2024-06-04 09:00:00,2024-06-04 15:12:53.536024033,2024-06-05 09:00:00,9,9,1,0,2024-06-04,2024-06-05,[],0,,0,0,12,29.93251387631033,57.54562144384591,18.746731819326758,6.219767810289913,0,29.93251387631033,57.54562144384591,18.746731819326758
250.99,blue dart,automobile parts,scooter,same day,north,rainy,214.1,40.85,no,delivered,5,1293.05,26.4,40,1.05,7.009593123,1.000945045,-19.39040688,0,07-06-2024,2024-06-07 09:00:00,2024-06-07 16:00:34.535242839,2024-06-08 11:24:00,9,9,4,0,2024-06-07,2024-06-08,[],0,,1,1,9,24.711445355220498,53.98599469684798,7.872042047894698,1.3846630904184276,1,24.711445355220498,53.98599469684798,7.872042047894698
250.99,blue dart,automobile parts,ev bike,two day,south,clear,23.2,19.18,no,delivered,5,173.54,48.0,30,1.1,1.82434913,1.000945045,-46.17565087,0,12-08-2024,2024-08-12 18:00:00,2024-08-12 19:49:27.656867910,2024-08-14 18:00:00,18,18,0,0,2024-08-12,2024-08-14,[],0,,0,0,3,34.11272456051594,59.10452861553536,6.449228068534534,6.432419268086434,0,34.11272456051594,59.10452861553536,6.449228068534534
250.99,blue dart,clothing,truck,same day,central,rainy,258.4,22.08,yes,failed,2,1458.24,26.4,50,1.1,6.726911228,1.000945045,-19.67308877,0,15-01-2024,2024-01-15 14:00:00,2024-01-15 20:43:36.880421768,2024-01-16 16:24:00,14,14,0,0,2024-01-15,2024-01-16,['Pongal'],1,Pongal,0,1,0,23.895781750144888,54.61938419053147,3.5176978720541863,2.9069345466179244,1,23.895781750144888,54.61938419053147,3.5176978720541863
250.99,blue dart,clothing,truck,express,north,clear,216.7,26.89,yes,delayed,2,1214.17,8.8,50,1.1,5.914564249,1.000945045,-2.885435751,0,07-06-2024,2024-06-07 11:00:00,2024-06-07 16:54:52.431296590,2024-06-07 19:48:00,11,11,4,0,2024-06-07,2024-06-07,[],0,,0,0,9,31.044317975023777,73.44427766909565,7.8079285517499075,2.3810526327637707,0,31.044317975023777,73.44427766909565,7.8079285517499075
250.99,blue dart,clothing,scooter,standard,north,cloudy,289.7,19.13,no,delivered,5,1505.89,52.8,40,1.05,8.53941751,1.000945045,-44.26058249,0,09-06-2024,2024-06-09 11:00:00,2024-06-09 19:32:21.903036450,2024-06-11 15:48:00,11,11,6,1,2024-06-09,2024-06-11,[],0,,1,1,7,20.201649380601122,94.46967288121016,11.192681810641139,1.7386129637984302,0,20.201649380601122,94.46967288121016,11.192681810641139
250.99,blue dart,clothing,scooter,express,south,clear,36.9,45.45,yes,delayed,3,370.85,8.0,40,1.0,2.333703371,1.000945045,-5.666296629,0,13-08-2024,2024-08-13 12:00:00,2024-08-13 14:20:01.332136510,2024-08-13 20:00:00,12,12,1,0,2024-08-13,2024-08-13,[],0,,0,0,2,23.359069755507846,51.54473083659165,7.45938825986145,1.0443717929018606,0,23.359069755507846,51.54473083659165,7.45938825986145
250.99,blue dart,clothing,van,same day,south,stormy,142.4,14.06,no,delivered,5,854.18,24.0,45,1.1,4.344310579,1.000945045,-19.65568942,0,16-08-2024,2024-08-16 14:00:00,2024-08-16 18:20:39.518085951,2024-08-17 14:00:00,14,14,4,0,2024-08-16,2024-08-17,[],0,,1,1,1,30.984306179345616,70.75077571937575,12.461524369977692,6.636293911020991,1,30.984306179345616,70.75077571937575,12.461524369977692
250.99,blue dart,cosmetics,scooter,standard,north,clear,132.5,14.18,no,delivered,4,705.04,48.0,40,1.05,4.304969547,1.000945045,-43.69503045,0,04-06-2024,2024-06-04 18:00:00,2024-06-04 22:18:17.890367824,2024-06-06 18:00:00,18,18,1,0,2024-06-04,2024-06-06,[],0,,0,0,12,33.69233289997705,67.37316480985378,13.248468299064251,0.43892901640031007,0,33.69233289997705,67.37316480985378,13.248468299064251
250.99,blue dart,cosmetics,ev bike,standard,south,clear,38.8,40.89,no,delivered,4,316.67,48.0,30,1.0,2.613600971,1.000945045,-45.38639903,0,13-08-2024,2024-08-13 14:00:00,2024-08-13 16:36:48.963493908,2024-08-15 14:00:00,14,14,1,0,2024-08-13,2024-08-15,['Parsi New Year'],1,Parsi New Year,0,1,2,30.85684140594985,65.28228864108802,1.956591240294907,3.2444171929070236,0,30.85684140594985,65.28228864108802,1.956591240294907
250.99,blue dart,documents,van,express,north,rainy,138.3,47.87,yes,delayed,3,885.11,8.0,45,1.1,4.988516586,1.000945045,-3.011483414,0,05-06-2024,2024-06-05 12:00:00,2024-06-05 16:59:18.659708696,2024-06-05 20:00:00,12,12,2,0,2024-06-05,2024-06-05,[],0,,0,0,11,29.421758588058797,64.93386246950124,13.955654120192243,0.9160013206757305,1,29.421758588058797,64.93386246950124,13.955654120192243
250.99,blue dart,documents,bike,standard,west,rainy,6.0,0.88,no,delivered,4,95.6674,48.0,35,1.0,0.689679734,1.000945045,-47.31032027,0,23-10-2024,2024-10-23 12:00:00,2024-10-23 12:41:22.847042727,2024-10-25 12:00:00,12,12,2,0,2024-10-23,2024-10-25,[],0,,0,0,3,28.494481522053555,90.2755740481908,18.006350618233434,2.798724399036759,1,28.494481522053555,90.2755740481908,18.006350618233434
250.99,blue dart,fragile items,ev bike,standard,central,clear,170.7,45.62,no,delivered,5,990.36,48.0,30,1.2,8.530934501,1.000945045,-39.4690655,0,13-01-2024,2024-01-13 13:00:00,2024-01-13 21:31:51.364203142,2024-01-15 13:00:00,13,13,5,1,2024-01-13,2024-01-15,"['Lohri', 'Makar Sankranti', 'Pongal']",3,"Lohri, Makar Sankranti, Pongal",2,1,0,22.607390048162863,50.85392675937818,0.5250429721901662,0.3575063145372107,0,22.607390048162863,50.85392675937818,0.5250429721901662
250.99,blue dart,fragile items,bike,two day,north,stormy,80.7,0.67,no,delivered,4,404.76,48.0,35,1.2,3.386134169,1.000945045,-44.61386583,0,03-06-2024,2024-06-03 12:00:00,2024-06-03 15:23:10.083008400,2024-06-05 12:00:00,12,12,0,0,2024-06-03,2024-06-05,[],0,,0,0,11,26.400778958026457,84.87123743210623,11.027044211977188,0.9345884007447528,1,26.400778958026457,84.87123743210623,11.027044211977188
250.99,blue dart,furniture,scooter,two day,central,rainy,129.5,39.84,no,delivered,4,767.02,48.0,40,1.1,4.992443627,1.000945045,-43.00755637,0,12-01-2024,2024-01-12 14:00:00,2024-01-12 18:59:32.797056505,2024-01-14 14:00:00,14,14,4,0,2024-01-12,2024-01-14,"['Lohri', 'Makar Sankranti']",2,"Lohri, Makar Sankranti",2,1,1,27.696806145201062,61.381993046267375,12.077487475071987,5.842969300336545,1,27.696806145201062,61.381993046267375,12.077487475071987
250.99,blue dart,furniture,scooter,standard,east,clear,236.4,47.28,no,delivered,4,1323.84,52.8,40,1.0,7.362551369,1.000945045,-45.43744863,0,27-03-2024,2024-03-27 15:00:00,2024-03-27 22:21:45.184929580,2024-03-29 19:48:00,15,15,2,0,2024-03-27,2024-03-29,"['Maundy Thursday', 'Good Friday']",2,"Maundy Thursday, Good Friday",0,1,1,35.285611131094576,67.24829798679087,14.196306701407305,1.6297043579745356,0,35.285611131094576,67.24829798679087,14.196306701407305
250.99,blue dart,furniture,ev van,standard,south,cloudy,23.6,12.4,no,delivered,4,155.2,48.0,40,1.15,1.54015414,1.000945045,-46.45984586,0,12-08-2024,2024-08-12 10:00:00,2024-08-12 11:32:24.554903902,2024-08-14 10:00:00,10,10,0,0,2024-08-12,2024-08-14,[],0,,0,0,3,31.71809144784231,68.90674607818599,7.715373275982342,1.3515930555308815,0,31.71809144784231,68.90674607818599,7.715373275982342
250.99,blue dart,groceries,truck,express,west,clear,111.2,37.33,yes,delayed,2,717.99,8.0,50,1.1,3.821267859,1.000945045,-4.178732141,0,26-10-2024,2024-10-26 10:00:00,2024-10-26 13:49:16.564290916,2024-10-26 18:00:00,10,10,5,1,2024-10-26,2024-10-26,[],0,,1,1,5,21.18479922318633,63.71292893331845,16.37420633713709,2.789515786735967,0,21.18479922318633,63.71292893331845,16.37420633713709
250.99,blue dart,groceries,van,same day,west,cloudy,279.9,21.63,yes,failed,2,1564.39,26.4,45,1.0,7.159359525,1.000945045,-19.24064047,0,31-10-2024,2024-10-31 09:00:00,2024-10-31 16:09:33.694291062,2024-11-01 11:24:00,9,9,3,0,2024-10-31,2024-11-01,['Diwali/Deepavali'],1,Diwali/Deepavali,0,1,0,31.620419846973974,54.2101487825929,10.79792932472369,1.079320297844324,0,31.620419846973974,54.2101487825929,10.79792932472369
250.99,blue dart,pharmacy,bike,standard,central,rainy,265.8,32.11,no,delivered,5,1425.33,52.8,35,1.1,9.61921629,1.000945045,-43.18078371,0,16-01-2024,2024-01-16 13:00:00,2024-01-16 22:37:09.178644972,2024-01-18 17:48:00,13,13,1,0,2024-01-16,2024-01-18,['Guru Govind Singh Jayanti'],1,Guru Govind Singh Jayanti,0,1,1,28.074588597918417,55.14488819732456,8.178732031277999,1.3585854012313845,1,28.074588597918417,55.14488819732456,8.178732031277999
250.99,blue dart,pharmacy,truck,same day,east,cloudy,9.9,30.24,no,delivered,3,240.22,24.0,50,1.1,1.434434324,1.000945045,-22.56556568,0,22-03-2024,2024-03-22 12:00:00,2024-03-22 13:26:03.963567742,2024-03-23 12:00:00,12,12,4,0,2024-03-22,2024-03-23,[],0,,1,1,2,26.615389998470206,63.415900583718994,14.385133914731352,1.6447220399626954,0,26.615389998470206,63.415900583718994,14.385133914731352
250.99,blue dart,pharmacy,scooter,express,south,clear,83.5,24.02,yes,delayed,2,539.56,8.0,40,1.1,3.377879232,1.000945045,-4.622120768,0,14-08-2024,2024-08-14 10:00:00,2024-08-14 13:22:40.365236013,2024-08-14 18:00:00,10,10,2,0,2024-08-14,2024-08-14,[],0,,0,0,1,33.058381444204336,86.98140737992628,18.547510632105745,9.207724315074806,0,33.058381444204336,86.98140737992628,18.547510632105745
250.99,blue dart,pharmacy,scooter,two day,south,cloudy,264.9,43.16,no,delivered,5,1453.98,52.8,40,1.1,8.792571526,1.000945045,-44.00742847,0,19-08-2024,2024-08-19 18:00:00,2024-08-20 02:47:33.257493798,2024-08-21 22:48:00,18,18,0,0,2024-08-19,2024-08-21,['Raksha Bandhan (Rakhi)'],1,Raksha Bandhan (Rakhi),0,1,0,35.154997612479754,56.05824437543353,16.240032875549357,3.273343428860133,0,35.154997612479754,56.05824437543353,16.240032875549357
250.99,blue dart,pharmacy,scooter,same day,west,clear,64.3,21.05,no,delivered,5,484.65,24.0,40,1.1,2.7839785,1.000945045,-21.2160215,0,25-10-2024,2024-10-25 13:00:00,2024-10-25 15:47:02.322598279,2024-10-26 13:00:00,13,13,4,0,2024-10-25,2024-10-26,[],0,,1,1,5,34.65640059558099,83.41879249156688,18.61329555976788,0.08122794797655848,0,34.65640059558099,83.41879249156688,18.61329555976788
250.99,delhivery,automobile parts,ev van,standard,north,clear,152.8,48.37,no,delivered,4,909.11,48.0,40,1.2,6.303236777,0.99343672,-41.69676322,0,13-06-2024,2024-06-13 11:00:00,2024-06-13 17:18:11.652397621,2024-06-15 11:00:00,11,11,3,0,2024-06-13,2024-06-15,[],0,,1,1,3,25.803912383886807,62.99913782431794,5.318695240604185,3.0614178739002362,0,25.803912383886807,62.99913782431794,5.318695240604185
250.99,delhivery,automobile parts,scooter,express,south,clear,242.5,46.73,yes,failed,1,1402.69,8.8,40,1.1,8.192683878,0.99343672,-0.607316122,0,27-08-2024,2024-08-27 11:00:00,2024-08-27 19:11:33.661961962,2024-08-27 19:48:00,11,11,1,0,2024-08-27,2024-08-27,[],0,,0,0,1,28.453938120743928,89.75592208004417,2.3702594177341596,1.3982322555785474,0,28.453938120743928,89.75592208004417,2.3702594177341596
250.99,delhivery,automobile parts,ev bike,standard,south,clear,280.4,3.78,no,delivered,4,1413.34,52.8,30,1.1,10.84285846,0.99343672,-41.95714154,0,28-08-2024,2024-08-28 11:00:00,2024-08-28 21:50:34.290454056,2024-08-30 15:48:00,11,11,2,0,2024-08-28,2024-08-30,[],0,,0,0,2,31.65631715701782,69.27478139302883,10.68699100317705,0.5244593288595456,0,31.65631715701782,69.27478139302883,10.68699100317705
